id,first_seen,published,title,price,year,km,hp,fuel,label,province,city,seller_type,seller_name,seller_rating,tipo,url
71343785,2026-08-23 09:26 UTC,2026-08-22,TOYOTA Corolla 200H Style Touring Sport,31900,2025,10171,196,Híbrido,ECO,León,Santovenia de la Valdoncina,Profesional,Toyota Leon,4.2,Ocasión,https://www.coches.net/toyota-corolla-200h-style-touring-sport-5p-electrico-hibrido-2024-en-leon-71343785-covo.aspx
71332601,2026-08-23 09:26 UTC,2026-08-20,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,24500,2022,91070,180,Híbrido,ECO,Girona,Girona Capital,Profesional,Toyota Ocasión Japand 21,4.5,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-girona-71332601-covo.aspx
71312966,2026-08-23 09:26 UTC,2026-08-18,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,27990,2022,43401,180,Híbrido,ECO,Madrid,Torrejón de Ardoz,Profesional,Toyota Ocasión Motor Arjona,4.3,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-madrid-71312966-covo.aspx
71069969,2026-08-23 09:26 UTC,2026-07-14,TOYOTA Corolla 140H Active Touring Sport,27990,2026,3500,140,Híbrido,ECO,Madrid,Madrid Capital,Profesional,Toyota Kuruma Seminuevos y Ocasión Plus,3.7,Ocasión,https://www.coches.net/toyota-corolla-140h-active-touring-sport-5p-electrico-hibrido-2026-en-madrid-71069969-covo.aspx
71325480,2026-08-23 09:26 UTC,2026-08-19,TOYOTA Corolla 140H Active Plus Touring Sport,27500,2025,9021,140,Híbrido,ECO,Salamanca,Salamanca,Profesional,Hacha Motor Toyota Ocasión Salamanca,4.3,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2025-en-salamanca-71325480-covo.aspx
71315401,2026-08-23 09:26 UTC,2026-08-18,TOYOTA Corolla 200H GRSport Touring Sport,33900,2026,8000,178,Híbrido,ECO,Madrid,Leganés,Profesional,Comauto Sur,3.5,Ocasión,https://www.coches.net/toyota-corolla-200h-grsport-touring-sport-5p-electrico-hibrido-2025-en-madrid-71315401-covo.aspx
71307897,2026-08-23 09:26 UTC,2026-08-17,TOYOTA Corolla 140H Style Touring Sport,28490,2024,14906,140,Híbrido,ECO,Barcelona,Igualada,Profesional,Toyota Igualada,4.1,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2024-en-barcelona-71307897-covo.aspx
71007013,2026-08-23 09:26 UTC,2026-07-06,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,19490,2022,159000,180,Híbrido,ECO,Vizcaya,Sestao,Profesional,Revivauto Bilbao - Sestao,4.1,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-vizcaya-71007013-covo.aspx
71269459,2026-08-23 09:26 UTC,2026-08-11,TOYOTA Corolla 140H Style Edition Touring Sport,28990,2024,36700,140,Híbrido,ECO,Madrid,Torrejón de Ardoz,Profesional,Toyota Ocasión Motor Arjona,4.3,Ocasión,https://www.coches.net/toyota-corolla-140h-style-edition-touring-sport-5p-electrico-hibrido-2023-en-madrid-71269459-covo.aspx
71025639,2026-08-23 09:26 UTC,2026-07-08,TOYOTA Corolla 140H Active Plus Touring Sport,22500,2023,113000,140,Híbrido,ECO,A Coruña,Teo,Profesional,Compostela Movil Toyota concesionario oficial,4.4,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2023-en-a-coruna-71025639-covo.aspx
71265344,2026-08-23 09:26 UTC,2026-08-10,TOYOTA Corolla 200H Style Touring Sport,28450,2023,61952,196,Híbrido,ECO,Valencia,Valencia,Profesional,Toyota Valencia,4,Ocasión,https://www.coches.net/toyota-corolla-200h-style-touring-sport-5p-electrico-hibrido-2023-en-valencia-71265344-covo.aspx
71274660,2026-08-23 09:26 UTC,2026-08-11,TOYOTA Corolla 140H Active Plus Touring Sport,25599,2024,51386,140,Híbrido,ECO,Sevilla,,Profesional,Autohero Sevilla,4.5,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2024-en-sevilla-71274660-covo.aspx
71267357,2026-08-23 09:26 UTC,2026-08-10,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,27399,2022,97484,180,Híbrido,ECO,Madrid,Madrid Capital,Profesional,Autohero Center Madrid,4.3,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-madrid-71267357-covo.aspx
71283626,2026-08-23 09:26 UTC,2026-08-13,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,23900,2022,71779,180,Híbrido,,Barcelona,Terrassa,Profesional,Toyota Ocasión - CSM Grup,4.1,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-barcelona-71283626-covo.aspx
71261046,2026-08-23 09:26 UTC,2026-08-09,TOYOTA Corolla 140H Style Touring Sport,26399,2024,28459,140,Híbrido,ECO,Madrid,Madrid Capital,Profesional,Autohero Center Madrid,4.3,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2024-en-madrid-71261046-covo.aspx
71286581,2026-08-23 09:26 UTC,2026-08-13,TOYOTA Corolla 140H Active Plus Touring Sport,27900,2025,9169,140,Híbrido,ECO,Girona,Girona Capital,Profesional,Toyota Ocasión Japand 21,4.5,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2024-en-girona-71286581-covo.aspx
71317176,2026-08-23 09:26 UTC,2026-08-18,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,25990,2022,61000,180,Híbrido,ECO,Madrid,Pinto,Profesional,AUTOSPRINT 2003 SL,4.6,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-madrid-71317176-covo.aspx
71245755,2026-08-23 09:26 UTC,2026-08-06,TOYOTA Corolla 140H Style Touring Sport,21480,2023,72898,140,Híbrido,ECO,Alicante,Alicante / Alacant,Profesional,Motorevo Alicante,3.5,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2023-en-alicante-71245755-covo.aspx
71244559,2026-08-23 09:26 UTC,2026-08-06,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,23780,2022,82000,180,Híbrido,ECO,Málaga,Vélez-málaga,Profesional,Yokaxarquia,4.3,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-malaga-71244559-covo.aspx
71167371,2026-08-23 09:26 UTC,2026-07-27,TOYOTA Corolla 140H Business Touring Sport,19700,2023,159000,140,Híbrido,ECO,Madrid,Torrejón de Ardoz,Profesional,MID Car,4.6,Ocasión,https://www.coches.net/toyota-corolla-140h-business-touring-sport-5p-electrico-hibrido-2024-en-madrid-71167371-covo.aspx
71219901,2026-08-23 09:26 UTC,2026-08-03,TOYOTA Corolla 140H Style Touring Sport,21990,2023,61033,140,Híbrido,ECO,Alicante,Alicante / Alacant,Profesional,Motorevo Alicante,3.5,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2023-en-alicante-71219901-covo.aspx
70656258,2026-08-23 09:26 UTC,2026-08-15,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,26200,2022,31750,180,Híbrido,ECO,Barcelona,Terrassa,Profesional,VALLPARK MOTORS,4.2,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-barcelona-70656258-covo.aspx
71219787,2026-08-23 09:26 UTC,2026-08-03,TOYOTA Corolla 140H Style Touring Sport,21990,2023,61033,140,Híbrido,ECO,Valencia,Albal,Profesional,Motorevo Valencia,,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2023-en-valencia-71219787-covo.aspx
71263413,2026-08-23 09:26 UTC,2026-08-10,TOYOTA Corolla 140H Style Edition Touring Sport,35850,2026,7011,140,Híbrido,ECO,Orense,San Cibrao Das Viñas,Profesional,Toyota Ourense - Cibrao Motor,4,Ocasión,https://www.coches.net/toyota-corolla-140h-style-edition-touring-sport-5p-electrico-hibrido-2025-en-orense-71263413-covo.aspx
61306049,2026-08-23 09:26 UTC,2026-07-26,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,29500,2022,3679,180,Híbrido,ECO,Lugo,Lugo,Profesional,Lucuscar,5,Ocasión,https://www.coches.net/toyota-corolla-2.0-180h-style-ecvt-touring-sport-5p-electrico-/-hibrido-2022-en-lugo-61306049-covo.aspx
70625414,2026-08-23 09:26 UTC,2026-08-10,TOYOTA Corolla 200H Style Touring Sport,31250,2025,11292,178,Híbrido,ECO,Valencia,Valencia,Profesional,Toyota Valencia,4,Ocasión,https://www.coches.net/toyota-corolla-200h-style-touring-sport-5p-electrico-hibrido-2025-en-valencia-70625414-covo.aspx
71232050,2026-08-23 09:26 UTC,2026-08-05,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,25900,2022,56085,180,Híbrido,ECO,Barcelona,Sabadell,Profesional,Ippon Motor Vallés,4.4,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-barcelona-71232050-covo.aspx
71007003,2026-08-23 09:26 UTC,2026-07-06,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,19490,2022,159000,180,Híbrido,ECO,Cantabria,Camargo,Profesional,Revivauto Santander - Maliaño,4.4,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-cantabria-71007003-covo.aspx
71216586,2026-08-23 09:26 UTC,2026-08-03,TOYOTA Corolla 200H GRSport Touring Sport,31490,2025,26958,178,Híbrido,ECO,Barcelona,Igualada,Profesional,Toyota Igualada,4.1,Ocasión,https://www.coches.net/toyota-corolla-200h-grsport-touring-sport-5p-electrico-hibrido-2025-en-barcelona-71216586-covo.aspx
71228610,2026-08-23 09:26 UTC,2026-08-04,TOYOTA Corolla 200H Style Touring Sport,30500,2026,10000,178,Híbrido,ECO,Madrid,Leganés,Profesional,Comauto Sur,3.5,Ocasión,https://www.coches.net/toyota-corolla-200h-style-touring-sport-5p-electrico-hibrido-2025-en-madrid-71228610-covo.aspx
71214208,2026-08-23 09:26 UTC,2026-08-03,TOYOTA Corolla 200H Style Touring Sport,31490,2026,23,178,Híbrido,,Barcelona,Terrassa,Profesional,Toyota Ocasión - CSM Grup,4.1,Km0/Demo,https://www.coches.net/km-0/toyota/corolla/barcelona/200h-style-touring-sport-electrico-hibrido-de-demostracion-71214208-devn.aspx
71043593,2026-08-23 09:26 UTC,2026-07-10,TOYOTA Corolla 140H Style Touring Sport,22990,2022,93041,140,Híbrido,ECO,Madrid,Torrejón de Ardoz,Profesional,Toyota Ocasión Motor Arjona,4.3,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2023-en-madrid-71043593-covo.aspx
70872887,2026-08-23 09:26 UTC,2026-06-16,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,23990,2022,112889,180,Híbrido,ECO,Madrid,Torrejón de Ardoz,Profesional,Toyota Ocasión Motor Arjona,4.3,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-madrid-70872887-covo.aspx
71191386,2026-08-23 09:26 UTC,2026-07-30,TOYOTA Corolla 140H Active Plus Touring Sport,26910,2025,16500,140,Híbrido,ECO,Valencia,Torrent,Profesional,CarAmigo,4.7,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2024-en-valencia-71191386-covo.aspx
71270925,2026-08-23 09:26 UTC,2026-08-11,TOYOTA Corolla 140H Style Edition Touring Sport,28990,2024,37900,140,Híbrido,,Toledo,Toledo,Profesional,Flexicar Toledo Pol Santa Maria de Benquerencia,,Ocasión,https://www.coches.net/toyota-corolla-140h-style-edition-touring-sport-5p-electrico-hibrido-2024-en-toledo-71270925-covo.aspx
71270282,2026-08-23 09:26 UTC,2026-08-11,TOYOTA Corolla 200H GRSport Touring Sport,29990,2024,41409,196,Híbrido,,Zaragoza,Zaragoza Capital,Profesional,Flexicar Zaragoza - Venta del Olivar,,Ocasión,https://www.coches.net/toyota-corolla-200h-grsport-touring-sport-5p-electrico-hibrido-2024-en-zaragoza-71270282-covo.aspx
70696331,2026-08-23 09:26 UTC,2026-08-19,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,27990,2022,77000,180,Híbrido,ECO,Asturias,Castrillón,Profesional,Grupo Multiauto,4.8,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-asturias-70696331-covo.aspx
62500711,2026-08-23 09:26 UTC,2026-07-25,TOYOTA Corolla 200H Style EditionTouring Sport,32900,2025,2,178,Híbrido,,Murcia,Murcia,Profesional,Gougo,3.6,Ocasión,https://www.coches.net/toyota-corolla-200h-style-editiontouring-sport-5p-electrico-hibrido-2025-en-murcia-62500711-covo.aspx
71278920,2026-08-23 09:26 UTC,2026-08-12,TOYOTA Corolla 140H Style Touring Sport,27490,2026,2600,140,Híbrido,ECO,Barcelona,Vilafranca del Penedès,Profesional,AUTOCAM,4.4,Km0/Demo,https://www.coches.net/km-0/toyota/corolla/barcelona/140h-style-touring-sport-electrico-hibrido-de-km0-71278920-kovn.aspx
62113803,2026-08-23 09:26 UTC,2026-07-23,TOYOTA Corolla 140H Active Plus Touring Sport,27600,2025,9500,140,Híbrido,ECO,Barcelona,Barcelona Capital,Profesional,Mastertrac,,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2025-en-barcelona-62113803-covo.aspx
71146672,2026-08-23 09:26 UTC,2026-07-23,TOYOTA Corolla 200H Style Touring Sport,30990,2025,19160,196,Híbrido,ECO,Barcelona,Igualada,Profesional,Toyota Igualada,4.1,Ocasión,https://www.coches.net/toyota-corolla-200h-style-touring-sport-5p-electrico-hibrido-2024-en-barcelona-71146672-covo.aspx
71262383,2026-08-23 09:26 UTC,2026-08-10,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,26900,2022,30700,180,Híbrido,ECO,Valladolid,Zaratán,Profesional,Don Motor,4.7,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-valladolid-71262383-covo.aspx
71117052,2026-08-23 09:26 UTC,2026-07-20,TOYOTA Corolla 140H Active Plus Touring Sport,24490,2023,75098,140,Híbrido,,Barcelona,Terrassa,Profesional,Toyota Ocasión - CSM Grup,4.1,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2023-en-barcelona-71117052-covo.aspx
70658510,2026-08-23 09:26 UTC,2026-08-15,TOYOTA Corolla 140H Active Plus Touring Sport,26900,2025,27273,140,Híbrido,ECO,Málaga,Málaga Capital,Profesional,Cumaca Motor,4,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2025-en-malaga-70658510-covo.aspx
71251889,2026-08-23 09:26 UTC,2026-08-07,TOYOTA Corolla 140H Style Touring Sport,31490,2025,3692,140,Híbrido,ECO,Tarragona,Vila-seca,Profesional,Autoforum Toyota,4.2,Km0/Demo,https://www.coches.net/km-0/toyota/corolla/tarragona/140h-style-touring-sport-electrico-hibrido-de-km0-71251889-kovn.aspx
70656697,2026-08-23 09:26 UTC,2026-08-15,TOYOTA Corolla 140H Style Edition Touring Sport,32990,2025,7250,140,Híbrido,ECO,Vizcaya,Leioa,Profesional,Toyota Japan Car,4.1,Ocasión,https://www.coches.net/toyota-corolla-140h-style-edition-touring-sport-5p-electrico-hibrido-2023-en-vizcaya-70656697-covo.aspx
71247483,2026-08-23 09:26 UTC,2026-08-07,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,24990,2022,37818,180,Híbrido,ECO,Baleares,Marratxí,Profesional,Flexicar Palma de Mallorca - Gran Vía Asima,,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-baleares-71247483-covo.aspx
70222483,2026-08-23 09:26 UTC,2026-07-14,TOYOTA Corolla 140H Active Plus Touring Sport,25500,2023,70906,140,Híbrido,ECO,Madrid,Leganés,Profesional,Comauto Sur,3.5,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2023-en-madrid-70222483-covo.aspx
70222445,2026-08-23 09:26 UTC,2026-07-14,TOYOTA Corolla 140H Active Plus Touring Sport,28500,2025,21761,140,Híbrido,ECO,Madrid,Leganés,Profesional,Comauto Sur,3.5,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2025-en-madrid-70222445-covo.aspx
71096991,2026-08-23 09:26 UTC,2026-07-16,TOYOTA Corolla 200H Style EditionTouring Sport,34500,2025,21094,196,Híbrido,ECO,Madrid,Leganés,Profesional,Comauto Sur,3.5,Ocasión,https://www.coches.net/toyota-corolla-200h-style-editiontouring-sport-5p-electrico-hibrido-2024-en-madrid-71096991-covo.aspx
